bn_sentence,bn_voice,en_sentence,en_voice,gu_sentence,gu_voice,hi_sentence,hi_voice,kn_sentence,kn_voice,ml_sentence,ml_voice,mr_sentence,mr_voice,ta_sentence,ta_voice,te_sentence,te_voice,ur_sentence,ur_voice,as_sentence,as_voice,or_sentence,or_voice
Loan ণের স্থিতি: যে কোনও। আপডেটের জন্য আপনার ড্যাশবোর্ডটি পরীক্ষা করুন।,../data/bn/bn_voicedata/81.mp3,Loan status: Any. Please check your dashboard for updates.,../data/en/en_voicedata/81.mp3,લોન સ્થિતિ: કોઈપણ. કૃપા કરીને અપડેટ્સ માટે તમારું ડેશબોર્ડ તપાસો.,../data/gu/gu_voicedata/81.mp3,ऋण की स्थिति: कोई भी। कृपया अपडेट के लिए अपने डैशबोर्ड की जाँच करें।,../data/hi/hi_voicedata/81.mp3,ಸಾಲದ ಸ್ಥಿತಿ: ಯಾವುದಾದರೂ. ನವೀಕರಣಗಳಿಗಾಗಿ ದಯವಿಟ್ಟು ನಿಮ್ಮ ಡ್ಯಾಶ್‌ಬೋರ್ಡ್ ಪರಿಶೀಲಿಸಿ.,../data/kn/kn_voicedata/81.mp3,വായ്പ നില: ഏതെങ്കിലും. അപ്ഡേറ്റുകൾക്കായി ദയവായി നിങ്ങളുടെ ഡാഷ്ബോർഡ് പരിശോധിക്കുക.,../data/ml/ml_voicedata/81.mp3,कर्जाची स्थिती: कोणतीही. कृपया अद्यतनांसाठी आपला डॅशबोर्ड तपासा.,../data/mr/mr_voicedata/81.mp3,கடன் நிலை: ஏதேனும். புதுப்பிப்புகளுக்கு உங்கள் டாஷ்போர்டை சரிபார்க்கவும்.,../data/ta/ta_voicedata/81.mp3,రుణ స్థితి: ఏదైనా. దయచేసి నవీకరణల కోసం మీ డాష్‌బోర్డ్‌ను తనిఖీ చేయండి.,../data/te/te_voicedata/81.mp3,قرض کی حیثیت: کوئی بھی۔ براہ کرم اپ ڈیٹس کے لئے اپنے ڈیش بورڈ کو چیک کریں۔,../data/ur/ur_voicedata/81.mp3,ঋণৰ অৱস্থা: যিকোনো। আপডেটৰ বাবে অনুগ্ৰহ কৰি আপোনাৰ ডেচব'ৰ্ড পৰীক্ষা কৰক।,../data/as/as_voicedata/81.mp3,Loan ଣ ସ୍ଥିତି: ଯେକ any ଣସି | ଅଦ୍ୟତନ ପାଇଁ ଦୟାକରି ଆପଣଙ୍କର ଡ୍ୟାସବୋର୍ଡ ଯାଞ୍ଚ କରନ୍ତୁ |,../data/or/or_voicedata/81.mp3
Loan ণ বন্ধ। বিশদ জন্য সমর্থনের সাথে যোগাযোগ করুন।,../data/bn/bn_voicedata/82.mp3,Loan written off. Please contact support for details.,../data/en/en_voicedata/82.mp3,લોન બંધ. વિગતો માટે સપોર્ટનો સંપર્ક કરો.,../data/gu/gu_voicedata/82.mp3,ऋण बंद है। कृपया विवरण के लिए समर्थन से संपर्क करें।,../data/hi/hi_voicedata/82.mp3,ಸಾಲವನ್ನು ಬರೆಯಲಾಗಿದೆ. ವಿವರಗಳಿಗಾಗಿ ದಯವಿಟ್ಟು ಬೆಂಬಲವನ್ನು ಸಂಪರ್ಕಿಸಿ.,../data/kn/kn_voicedata/82.mp3,ലോൺ എഴുതി. വിശദാംശങ്ങൾക്ക് ദയവായി പിന്തുണയുമായി ബന്ധപ്പെടുക.,../data/ml/ml_voicedata/82.mp3,कर्ज बंद. कृपया तपशीलांसाठी समर्थनाशी संपर्क साधा.,../data/mr/mr_voicedata/82.mp3,கடன் எழுதப்பட்டது. விவரங்களுக்கு ஆதரவைத் தொடர்பு கொள்ளவும்.,../data/ta/ta_voicedata/82.mp3,రుణం వ్రాసింది. దయచేసి వివరాల కోసం మద్దతును సంప్రదించండి.,../data/te/te_voicedata/82.mp3,قرض لکھا ہوا۔ براہ کرم تفصیلات کے لئے سپورٹ سے رابطہ کریں۔,../data/ur/ur_voicedata/82.mp3,ঋণৰ লিখিত বন্ধ। সবিশেষ জানিবলৈ অনুগ্ৰহ কৰি সমৰ্থনৰ সৈতে যোগাযোগ কৰক।,../data/as/as_voicedata/82.mp3,Loan ଣ ଲେଖା ହୋଇଛି | ବିବରଣୀ ପାଇଁ ଦୟାକରି ସମର୍ଥନ ଯୋଗାଯୋଗ କରନ୍ତୁ |,../data/or/or_voicedata/82.mp3
Loan ণ পরিশোধ। আপনার সময়োপযোগী অর্থ প্রদানের জন্য আপনাকে ধন্যবাদ।,../data/bn/bn_voicedata/83.mp3,Loan repaid. Thank you for your timely payments.,../data/en/en_voicedata/83.mp3,લોન ચૂકવવામાં આવે છે. તમારી સમયસર ચુકવણી બદલ આભાર.,../data/gu/gu_voicedata/83.mp3,ऋण चुकाया। आपके समय पर भुगतान के लिए धन्यवाद।,../data/hi/hi_voicedata/83.mp3,ಸಾಲ ಮರುಪಾವತಿ. ನಿಮ್ಮ ಸಮಯೋಚಿತ ಪಾವತಿಗಳಿಗೆ ಧನ್ಯವಾದಗಳು.,../data/kn/kn_voicedata/83.mp3,വായ്പ തിരിച്ചടച്ച. നിങ്ങളുടെ സമയബന്ധിതമായി നന്ദി.,../data/ml/ml_voicedata/83.mp3,कर्जाची परतफेड. आपल्या वेळेवर देयके दिल्याबद्दल धन्यवाद.,../data/mr/mr_voicedata/83.mp3,கடன் திருப்பிச் செலுத்தப்பட்டது. உங்கள் சரியான நேரத்தில் கொடுப்பனவுகளுக்கு நன்றி.,../data/ta/ta_voicedata/83.mp3,రుణ తిరిగి చెల్లించింది. మీ సకాలంలో చెల్లింపులకు ధన్యవాదాలు.,../data/te/te_voicedata/83.mp3,قرض کی ادائیگی. آپ کی بروقت ادائیگیوں کا شکریہ۔,../data/ur/ur_voicedata/83.mp3,ঋণ পৰিশোধ কৰা হৈছে। আপোনাৰ সময়োপযোগী পেমেণ্টৰ বাবে ধন্যবাদ।,../data/as/as_voicedata/83.mp3,Loan ଣ ପରିଶୋଧ ତୁମର ସମୟାନୁବର୍ତ୍ତୀ ଦେୟ ପାଇଁ ଧନ୍ୟବାଦ |,../data/or/or_voicedata/83.mp3
উদ্বৃত্ত শোধ করা। আপনি প্রয়োজনের চেয়ে বেশি অর্থ প্রদান করেছেন।,../data/bn/bn_voicedata/84.mp3,Surplus repaid. You have paid more than required.,../data/en/en_voicedata/84.mp3,સરપ્લસ ચૂકવવામાં આવે છે. તમે જરૂરી કરતાં વધુ ચૂકવણી કરી છે.,../data/gu/gu_voicedata/84.mp3,अधिशेष भुगतान। आपने आवश्यकता से अधिक भुगतान किया है।,../data/hi/hi_voicedata/84.mp3,ಹೆಚ್ಚುವರಿ ಮರುಪಾವತಿ. ನೀವು ಅಗತ್ಯಕ್ಕಿಂತ ಹೆಚ್ಚಿನದನ್ನು ಪಾವತಿಸಿದ್ದೀರಿ.,../data/kn/kn_voicedata/84.mp3,മിച്ച തിരിച്ചടച്ചു. ആവശ്യമുള്ളതിനേക്കാൾ കൂടുതൽ നിങ്ങൾ പണം നൽകി.,../data/ml/ml_voicedata/84.mp3,अतिरिक्त परतफेड. आपण आवश्यकतेपेक्षा जास्त पैसे दिले आहेत.,../data/mr/mr_voicedata/84.mp3,உபரி திருப்பிச் செலுத்தப்பட்டது. நீங்கள் தேவையானதை விட அதிகமாக பணம் செலுத்தியுள்ளீர்கள்.,../data/ta/ta_voicedata/84.mp3,మిగులు తిరిగి చెల్లించింది. మీరు అవసరమైన దానికంటే ఎక్కువ చెల్లించారు.,../data/te/te_voicedata/84.mp3,سرپلس کی ادائیگی آپ نے ضرورت سے زیادہ ادائیگی کی ہے۔,../data/ur/ur_voicedata/84.mp3,উদ্বৃত্ত repaid. আপুনি প্ৰয়োজনতকৈ বেছি ধন দিছে।,../data/as/as_voicedata/84.mp3,ସରପ୍ଲସ୍ ପରିଶୋଧ ଆପଣ ଆବଶ୍ୟକଠାରୁ ଅଧିକ ଦେୟ ଦେଇଛନ୍ତି |,../data/or/or_voicedata/84.mp3
পুনর্গঠন ব্যবহারকারী যাচাইকরণ সম্পন্ন হয়েছে। Nder ণদানকারী অনুমোদনের অপেক্ষায়।,../data/bn/bn_voicedata/85.mp3,Restructure user verification completed. Awaiting lender approval.,../data/en/en_voicedata/85.mp3,પુનર્ગઠન વપરાશકર્તા ચકાસણી પૂર્ણ. Nder ણદાતાની મંજૂરીની રાહ જોવી.,../data/gu/gu_voicedata/85.mp3,पुनर्गठन उपयोगकर्ता सत्यापन पूरा हुआ। ऋणदाता अनुमोदन का इंतजार है।,../data/hi/hi_voicedata/85.mp3,ಬಳಕೆದಾರರ ಪರಿಶೀಲನೆ ಪೂರ್ಣಗೊಂಡಿದೆ. ಸಾಲದಾತರ ಅನುಮೋದನೆಗಾಗಿ ಕಾಯುತ್ತಿದೆ.,../data/kn/kn_voicedata/85.mp3,പുന ructure ക്രമീകരിച്ച ഉപയോക്തൃ സ്ഥിരീകരണം പൂർത്തിയായി. കടം കൊടുക്കുന്ന അംഗീകാരത്തിനായി കാത്തിരിക്കുന്നു.,../data/ml/ml_voicedata/85.mp3,पुनर्रचना वापरकर्ता सत्यापन पूर्ण. सावकाराच्या मंजुरीची वाट पहात आहे.,../data/mr/mr_voicedata/85.mp3,பயனர் சரிபார்ப்பை மறுசீரமைத்தல் முடிந்தது. கடன் வழங்குபவரின் ஒப்புதலுக்காக காத்திருக்கிறது.,../data/ta/ta_voicedata/85.mp3,పునర్నిర్మాణం వినియోగదారు ధృవీకరణ పూర్తయింది. రుణదాత ఆమోదం కోసం వేచి ఉంది.,../data/te/te_voicedata/85.mp3,تنظیم نو صارف کی توثیق مکمل ہوگئی۔ قرض دینے والے کی منظوری کے منتظر,../data/ur/ur_voicedata/85.mp3,পুনৰ্গঠন ব্যৱহাৰকাৰী পৰীক্ষণ সম্পূৰ্ণ কৰা হৈছে। ঋণদাতাৰ অনুমোদনৰ বাবে অপেক্ষা কৰি আছে।,../data/as/as_voicedata/85.mp3,ସ୍କ୍ରିନସାଳା ବ୍ୟବହାରକାରୀ ଯାଞ୍ଚ ସମାପ୍ତ ହୋଇଛି | Ender ଣ ଅନୁମୋଦନକୁ ଅପେକ୍ଷା କରିଛି |,../data/or/or_voicedata/85.mp3
Nder ণদানকারী অনুমোদিত পুনর্গঠন। ট্র্যাঞ্চে বিতরণ পরবর্তী।,../data/bn/bn_voicedata/86.mp3,Lender approved restructure. Tranche disbursal next.,../data/en/en_voicedata/86.mp3,Le ણદાતા માન્ય પુનર્ગઠન. આગળના ભાગનું વિતરણ.,../data/gu/gu_voicedata/86.mp3,ऋणदाता ने पुनर्गठन को मंजूरी दी। Tranche Disbursal अगला।,../data/hi/hi_voicedata/86.mp3,ಸಾಲದಾತನು ಪುನರ್ರಚನೆಯನ್ನು ಅನುಮೋದಿಸಿದನು. ಟ್ರಾಂಚೆ ಮುಂದೆ ವಿತರಣೆ.,../data/kn/kn_voicedata/86.mp3,കടം കൊടുക്കുന്നയാൾ അംഗീകരിച്ചു. ട്രാൻജ് അടുത്തതായി.,../data/ml/ml_voicedata/86.mp3,सावकार मंजूर पुनर्रचना. पुढे ट्रॅन्च डिस्क्रिझल.,../data/mr/mr_voicedata/86.mp3,கடன் வழங்குபவர் அங்கீகரிக்கப்பட்ட மறுசீரமைப்பு. அடுத்தது.,../data/ta/ta_voicedata/86.mp3,రుణదాత ఆమోదించబడిన పునర్నిర్మాణం. ట్రాన్చే పంపిణీ తరువాత.,../data/te/te_voicedata/86.mp3,قرض دینے والے نے تنظیم نو کی منظوری دی۔ اگلے دن,../data/ur/ur_voicedata/86.mp3,ঋণদাতাই পুনৰ্গঠনত অনুমোদন জনায়। ট্ৰেঞ্চ বিতৰণ পৰৱৰ্তী।,../data/as/as_voicedata/86.mp3,Ender ଣଦାତା ଅନୁମୋଦିତ ପୁନରାବୃତ୍ତି | ପରବର୍ତ୍ତୀ ସମୟରେ ଟ୍ରାନଚେ ଭିନ୍ନ |,../data/or/or_voicedata/86.mp3
ট্র্যাঞ্চ বিতরণ ম্যানুয়াল হস্তক্ষেপ সম্পন্ন হয়েছে।,../data/bn/bn_voicedata/87.mp3,Tranche disbursal manual intervention completed.,../data/en/en_voicedata/87.mp3,ટ્રેંચ ડિસેમ્બરલ મેન્યુઅલ હસ્તક્ષેપ પૂર્ણ.,../data/gu/gu_voicedata/87.mp3,Tranche Disbursal मैनुअल हस्तक्षेप पूरा हुआ।,../data/hi/hi_voicedata/87.mp3,ಟ್ರಾಂಚೆ ವಿತರಣಾ ಕೈಪಿಡಿ ಹಸ್ತಕ್ಷೇಪ ಪೂರ್ಣಗೊಂಡಿದೆ.,../data/kn/kn_voicedata/87.mp3,ട്രാൻഗേൽ മാനുവൽ ഇടപെടൽ പൂർത്തിയായി.,../data/ml/ml_voicedata/87.mp3,ट्रॅन्च डिस्क्रिझल मॅन्युअल हस्तक्षेप पूर्ण झाला.,../data/mr/mr_voicedata/87.mp3,டிரான்ச் வழங்கல் கையேடு தலையீடு முடிந்தது.,../data/ta/ta_voicedata/87.mp3,ట్రాన్చే పంపిణీ మాన్యువల్ జోక్యం పూర్తయింది.,../data/te/te_voicedata/87.mp3,ٹریچ ڈس بیورل دستی مداخلت مکمل ہوگئی۔,../data/ur/ur_voicedata/87.mp3,ট্ৰেঞ্চ বিতৰণৰ হাতপুথিৰ হস্তক্ষেপ সম্পূৰ্ণ কৰা হৈছে।,../data/as/as_voicedata/87.mp3,ଟ୍ରାନଚେ ଡିସବୁର୍ ମାନୁଆଲ୍ ହସ୍ତକ୍ଷେପ ସମାପ୍ତ ହୋଇଛି |,../data/or/or_voicedata/87.mp3
কোলেন্ডার অনুমোদন মঞ্জুর। বিতরণ শুরু।,../data/bn/bn_voicedata/88.mp3,CoLender approval granted. Disbursal initiated.,../data/en/en_voicedata/88.mp3,કોલેન્ડર મંજૂરી આપવામાં આવી. વિતરણ શરૂ કર્યું.,../data/gu/gu_voicedata/88.mp3,Colender अनुमोदन प्रदान किया गया। डिस्बर्सल शुरू किया।,../data/hi/hi_voicedata/88.mp3,ಕೋಲ್ಂಡರ್ ಅನುಮೋದನೆಯನ್ನು ನೀಡಲಾಗಿದೆ. ವಿತರಣೆ ಪ್ರಾರಂಭವಾಯಿತು.,../data/kn/kn_voicedata/88.mp3,ബേൻഡർ അംഗീകാരം അനുവദിച്ചു. വിതരണം ആരംഭിച്ചു.,../data/ml/ml_voicedata/88.mp3,कोलेंडर मंजुरी मंजूर. वितरण आरंभ.,../data/mr/mr_voicedata/88.mp3,கோலெண்டர் ஒப்புதல் வழங்கப்பட்டது. வழங்கல் தொடங்கப்பட்டது.,../data/ta/ta_voicedata/88.mp3,కోలెండర్ ఆమోదం మంజూరు చేయబడింది. పంపిణీ ప్రారంభించింది.,../data/te/te_voicedata/88.mp3,کولینڈر کی منظوری دی گئی۔ تقسیم کا آغاز۔,../data/ur/ur_voicedata/88.mp3,কলেণ্ডাৰৰ অনুমোদন প্ৰদান কৰা হৈছে। বিতৰণৰ আৰম্ভণি কৰা হৈছে।,../data/as/as_voicedata/88.mp3,କୋଲେଡର୍ ଅନୁମୋଦନ ଅବିସ୍ମରଣୀୟ ଆରମ୍ଭ ହେଲା |,../data/or/or_voicedata/88.mp3
কোলেন্ডার বিতরণ সম্পূর্ণ। স্বাক্ষর অপেক্ষা।,../data/bn/bn_voicedata/89.mp3,CoLender disbursal completed. Awaiting signing.,../data/en/en_voicedata/89.mp3,કોલેન્ડર વિતરણ પૂર્ણ થયું. સાઇનિંગની રાહ જોવી.,../data/gu/gu_voicedata/89.mp3,कोलेंडर डिस्बर्सल पूरा हुआ। हस्ताक्षर करने की प्रतीक्षा है।,../data/hi/hi_voicedata/89.mp3,ಕೋಲ್ಂಡರ್ ವಿತರಣೆ ಪೂರ್ಣಗೊಂಡಿದೆ. ಸಹಿ ಕಾಯುತ್ತಿದೆ.,../data/kn/kn_voicedata/89.mp3,ബേൻഡർ വിതരണം പൂർത്തിയാക്കി. ഒപ്പിടുന്നത് കാത്തിരിക്കുന്നു.,../data/ml/ml_voicedata/89.mp3,कोलेंडर डिस्क्रिअर्सल पूर्ण झाले. स्वाक्षरीची वाट पहात आहे.,../data/mr/mr_voicedata/89.mp3,கோலெண்டர் விநியோகித்தல் முடிந்தது. கையெழுத்திட காத்திருக்கிறது.,../data/ta/ta_voicedata/89.mp3,కోలెండర్ పంపిణీ పూర్తయింది. సంతకం కోసం వేచి ఉంది.,../data/te/te_voicedata/89.mp3,کولینڈر ڈسبرل مکمل ہوا۔ دستخط کے منتظر,../data/ur/ur_voicedata/89.mp3,কলেণ্ডাৰ বিতৰণ সম্পূৰ্ণ কৰা হৈছে। চহীৰ বাবে অপেক্ষা কৰি আছে।,../data/as/as_voicedata/89.mp3,କୋଲେଡର୍ ଡିସ୍ବର୍ସ ସଂପୂର୍ଣ୍ଣ | ଦସ୍ତଖତ ଅପେକ୍ଷାରେ |,../data/or/or_voicedata/89.mp3
কোলেন্ডার স্বাক্ষর সম্পূর্ণ। Loan ণ প্রক্রিয়া শেষ।,../data/bn/bn_voicedata/90.mp3,Colender signing completed. Loan process finished.,../data/en/en_voicedata/90.mp3,કોલેન્ડર હસ્તાક્ષર પૂર્ણ. લોન પ્રક્રિયા સમાપ્ત.,../data/gu/gu_voicedata/90.mp3,कोलेंडर साइनिंग पूरा हुआ। ऋण प्रक्रिया समाप्त हो गई।,../data/hi/hi_voicedata/90.mp3,ಕೋಲ್ಂಡರ್ ಸಹಿ ಪೂರ್ಣಗೊಂಡಿದೆ. ಸಾಲ ಪ್ರಕ್ರಿಯೆ ಮುಗಿದಿದೆ.,../data/kn/kn_voicedata/90.mp3,ബേണ്ടർ സൈംഗ് പൂർത്തിയായി. വായ്പ പ്രക്രിയ പൂർത്തിയായി.,../data/ml/ml_voicedata/90.mp3,कॉलेंडर साइनिंग पूर्ण झाले. कर्ज प्रक्रिया समाप्त.,../data/mr/mr_voicedata/90.mp3,கோலெண்டர் கையொப்பமிடுதல் முடிந்தது. கடன் செயல்முறை முடிந்தது.,../data/ta/ta_voicedata/90.mp3,కోలెండర్ సంతకం పూర్తయింది. రుణ ప్రక్రియ పూర్తయింది.,../data/te/te_voicedata/90.mp3,کولینڈر پر دستخط مکمل ہوگئے۔ قرض کا عمل ختم ہوا۔,../data/ur/ur_voicedata/90.mp3,কলেণ্ডাৰ চাইনিং সম্পূৰ্ণ কৰা হৈছে। ঋণ প্ৰক্ৰিয়া সমাপ্ত।,../data/as/as_voicedata/90.mp3,କୋଲେଣ୍ଡର ସାଇନ୍ ସମାପ୍ତ | Loan ଣ ପ୍ରକ୍ରିୟା ସମାପ୍ତ ହେଲା |,../data/or/or_voicedata/90.mp3
আপনার loan ণের যাত্রা সম্পূর্ণ। আমাদের বেছে নেওয়ার জন্য আপনাকে ধন্যবাদ।,../data/bn/bn_voicedata/91.mp3,Your loan journey is complete. Thank you for choosing us.,../data/en/en_voicedata/91.mp3,તમારી લોન મુસાફરી પૂર્ણ છે. અમને પસંદ કરવા બદલ આભાર.,../data/gu/gu_voicedata/91.mp3,आपकी ऋण यात्रा पूरी हो गई है। हमें चुनने के लिए धन्यवाद।,../data/hi/hi_voicedata/91.mp3,ನಿಮ್ಮ ಸಾಲದ ಪ್ರಯಾಣ ಪೂರ್ಣಗೊಂಡಿದೆ. ನಮ್ಮನ್ನು ಆಯ್ಕೆ ಮಾಡಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು.,../data/kn/kn_voicedata/91.mp3,നിങ്ങളുടെ വായ്പാ യാത്ര പൂർത്തിയായി. ഞങ്ങളെ തിരഞ്ഞെടുക്കുന്നതിന് നന്ദി.,../data/ml/ml_voicedata/91.mp3,आपला कर्जाचा प्रवास पूर्ण झाला आहे. आम्हाला निवडल्याबद्दल धन्यवाद.,../data/mr/mr_voicedata/91.mp3,உங்கள் கடன் பயணம் முடிந்தது. எங்களைத் தேர்ந்தெடுத்ததற்கு நன்றி.,../data/ta/ta_voicedata/91.mp3,మీ రుణ ప్రయాణం పూర్తయింది. మమ్మల్ని ఎన్నుకున్నందుకు ధన్యవాదాలు.,../data/te/te_voicedata/91.mp3,آپ کا قرض کا سفر مکمل ہے۔ ہمیں منتخب کرنے کے لئے آپ کا شکریہ۔,../data/ur/ur_voicedata/91.mp3,আপোনাৰ ঋণ যাত্ৰা সম্পূৰ্ণ হৈছে। আমাক বাছি লোৱাৰ বাবে ধন্যবাদ।,../data/as/as_voicedata/91.mp3,ତୁମର loan ଣ ଯାତ୍ରା ସଂପୂର୍ଣ୍ଣ ଅଟେ | ଆମକୁ ବାଛିବା ପାଇଁ ଧନ୍ୟବାଦ |,../data/or/or_voicedata/91.mp3
আপনার loan ণ সম্পর্কে আপনার যদি কোনও প্রশ্ন থাকে তবে আমাদের সমর্থন দলের সাথে যোগাযোগ করুন।,../data/bn/bn_voicedata/92.mp3,If you have any questions about your loan contact our support team.,../data/en/en_voicedata/92.mp3,જો તમને તમારી લોન વિશે કોઈ પ્રશ્નો હોય તો અમારી સપોર્ટ ટીમનો સંપર્ક કરો.,../data/gu/gu_voicedata/92.mp3,"यदि आपके पास अपने ऋण के बारे में कोई प्रश्न हैं, तो हमारी सहायता टीम से संपर्क करें।",../data/hi/hi_voicedata/92.mp3,ನಿಮ್ಮ ಸಾಲದ ಬಗ್ಗೆ ನೀವು ಯಾವುದೇ ಪ್ರಶ್ನೆಗಳನ್ನು ಹೊಂದಿದ್ದರೆ ನಮ್ಮ ಬೆಂಬಲ ತಂಡವನ್ನು ಸಂಪರ್ಕಿಸಿ.,../data/kn/kn_voicedata/92.mp3,നിങ്ങളുടെ വായ്പയെക്കുറിച്ച് എന്തെങ്കിലും ചോദ്യങ്ങളുണ്ടെങ്കിൽ ഞങ്ങളുടെ പിന്തുണാ ടീമുമായി ബന്ധപ്പെടുക.,../data/ml/ml_voicedata/92.mp3,आपल्याकडे आपल्या कर्जाबद्दल काही प्रश्न असल्यास आमच्या समर्थन कार्यसंघाशी संपर्क साधा.,../data/mr/mr_voicedata/92.mp3,உங்கள் கடன் குறித்து ஏதேனும் கேள்விகள் இருந்தால் எங்கள் ஆதரவு குழுவைத் தொடர்பு கொள்ளுங்கள்.,../data/ta/ta_voicedata/92.mp3,మీ loan ణం గురించి మీకు ఏవైనా ప్రశ్నలు ఉంటే మా మద్దతు బృందాన్ని సంప్రదించండి.,../data/te/te_voicedata/92.mp3,اگر آپ کو اپنے قرض کے بارے میں کوئی سوالات ہیں تو ہماری سپورٹ ٹیم سے رابطہ کریں۔,../data/ur/ur_voicedata/92.mp3,যদি আপোনাৰ ঋণৰ বিষয়ে কিবা প্ৰশ্ন আছে তেন্তে আমাৰ সমৰ্থন দলৰ সৈতে যোগাযোগ কৰক।,../data/as/as_voicedata/92.mp3,ଯଦି ଆପଣଙ୍କର loan ଣ ବିଷୟରେ ଆପଣଙ୍କର କ questions ଣସି ପ୍ରଶ୍ନ ଅଛି ତେବେ ଆମର ସମର୍ଥନ ଦଳ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ |,../data/or/or_voicedata/92.mp3
আপনার loan ণের স্থিতি পরিবর্তন হয়েছে। বিশদ জন্য আপনার ড্যাশবোর্ড পরীক্ষা করুন।,../data/bn/bn_voicedata/93.mp3,Your loan status has changed. Please check your dashboard for details.,../data/en/en_voicedata/93.mp3,તમારી લોનની સ્થિતિ બદલાઈ ગઈ છે. વિગતો માટે કૃપા કરીને તમારું ડેશબોર્ડ તપાસો.,../data/gu/gu_voicedata/93.mp3,आपकी ऋण की स्थिति बदल गई है। कृपया विवरण के लिए अपने डैशबोर्ड की जाँच करें।,../data/hi/hi_voicedata/93.mp3,ನಿಮ್ಮ ಸಾಲದ ಸ್ಥಿತಿ ಬದಲಾಗಿದೆ. ವಿವರಗಳಿಗಾಗಿ ದಯವಿಟ್ಟು ನಿಮ್ಮ ಡ್ಯಾಶ್‌ಬೋರ್ಡ್ ಪರಿಶೀಲಿಸಿ.,../data/kn/kn_voicedata/93.mp3,നിങ്ങളുടെ വായ്പാ നില മാറി. വിശദാംശങ്ങൾക്ക് ദയവായി നിങ്ങളുടെ ഡാഷ്ബോർഡ് പരിശോധിക്കുക.,../data/ml/ml_voicedata/93.mp3,आपली कर्जाची स्थिती बदलली आहे. कृपया तपशीलांसाठी आपला डॅशबोर्ड तपासा.,../data/mr/mr_voicedata/93.mp3,உங்கள் கடன் நிலை மாறிவிட்டது. விவரங்களுக்கு உங்கள் டாஷ்போர்டை சரிபார்க்கவும்.,../data/ta/ta_voicedata/93.mp3,మీ రుణ స్థితి మారిపోయింది. వివరాల కోసం దయచేసి మీ డాష్‌బోర్డ్‌ను తనిఖీ చేయండి.,../data/te/te_voicedata/93.mp3,آپ کے قرض کی حیثیت بدل گئی ہے۔ تفصیلات کے لئے براہ کرم اپنے ڈیش بورڈ کو چیک کریں۔,../data/ur/ur_voicedata/93.mp3,আপোনাৰ ঋণৰ অৱস্থা সলনি হৈছে। সবিশেষ জানিবলৈ অনুগ্ৰহ কৰি আপোনাৰ ডেচব’ৰ্ড পৰীক্ষা কৰক।,../data/as/as_voicedata/93.mp3,ତୁମର loan ଣ ସ୍ଥିତି ବଦଳି ଯାଇଛି | ବିବରଣୀ ପାଇଁ ଦୟାକରି ଆପଣଙ୍କର ଡ୍ୟାସବୋର୍ଡ ଯାଞ୍ଚ କରନ୍ତୁ |,../data/or/or_voicedata/93.mp3
আপনি অন্য loan ণের জন্য যোগ্য। এখনই আবেদন করুন!,../data/bn/bn_voicedata/94.mp3,You are eligible for another loan. Apply now!,../data/en/en_voicedata/94.mp3,[Translation error: You are eligible for another loan. Apply now! --> No translation was found using the current translator. Try another translator?],../data/gu/gu_voicedata/94.mp3,आप एक और ऋण के लिए पात्र हैं। अभी अप्लाई करें!,../data/hi/hi_voicedata/94.mp3,ನೀವು ಇನ್ನೊಂದು ಸಾಲಕ್ಕೆ ಅರ್ಹರಾಗಿದ್ದೀರಿ. ಈಗ ಅನ್ವಯಿಸಿ!,../data/kn/kn_voicedata/94.mp3,നിങ്ങൾക്ക് മറ്റൊരു വായ്പയ്ക്ക് അർഹതയുണ്ട്. ഇപ്പോൾ പ്രയോഗിക്കുക!,../data/ml/ml_voicedata/94.mp3,आपण दुसर्‍या कर्जासाठी पात्र आहात. आता अर्ज करा!,../data/mr/mr_voicedata/94.mp3,நீங்கள் மற்றொரு கடனுக்கு தகுதியுடையவர். இப்போது விண்ணப்பிக்கவும்!,../data/ta/ta_voicedata/94.mp3,మీరు మరొక రుణానికి అర్హులు. ఇప్పుడు దరఖాస్తు చేసుకోండి!,../data/te/te_voicedata/94.mp3,آپ کسی اور قرض کے اہل ہیں۔ ابھی درخواست دیں!,../data/ur/ur_voicedata/94.mp3,আপুনি আন এটা ঋণৰ বাবে যোগ্য। এতিয়াই আবেদন কৰক!,../data/as/as_voicedata/94.mp3,ଆପଣ ଅନ୍ୟ ଏକ loan ଣ ପାଇଁ ଯୋଗ୍ୟ ଅଟନ୍ତି | ବର୍ତ୍ତମାନ ପ୍ରୟୋଗ କର!,../data/or/or_voicedata/94.mp3
